question,ground_truth,explanation,id,category,complexity,source_files
"OSPF 설정의 일관성을 평가하고, 일관되지 않은 부분에 대한 개선 권고를 제시하세요.",OSPF 설정에 일관성이 없습니다.,"OSPF 설정에서 'None단계 (ospf_process_ids_set)'가 없다는 것은 OSPF 프로세스 ID가 설정되지 않았음을 의미하며, 이는 OSPF의 정상적인 작동을 방해할 수 있습니다. 따라서 OSPF 프로세스 ID를 설정하여 일관성을 개선해야 합니다.",ENHANCED_ENHANCED-DIAGNOSTIC-008,advanced,diagnostic,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"SSH 설정이 최신 보안 가이드를 따르고 있는지 평가하고, 개선이 필요한 부분을 제시하세요.","SSH 설정은 최신 보안 가이드를 따르지 않으며, 개선이 필요합니다.","SSH 설정이 최신 보안 가이드를 따르고 있는지 평가하기 위해서는 SSH 버전, 암호화 알고리즘, 인증 방법 등을 검토해야 합니다. 현재 제공된 정보에 따르면 SSH 버전이 2로 설정되어 있지만, 추가적인 보안 설정이나 권장 사항이 적용되지 않았을 가능성이 있습니다. 따라서, SSH 설정을 최신 보안 가이드에 맞게 개선할 필요가 있습니다.",ENHANCED_ENHANCED-DIAGNOSTIC-009,advanced,diagnostic,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"네트워크 장비의 접근 제어 정책이 일관되게 적용되고 있는지 평가하고, 필요한 개선 조치를 제안하세요.","접근 제어 정책이 일관되게 적용되지 않고 있으며, 비밀번호 정책도 부재합니다.","분석된 증거에 따르면, 접근 제어 정책이 일관되게 적용되지 않고 있으며, 비밀번호 정책이 존재하지 않는 것으로 나타났습니다. 이는 네트워크 보안에 심각한 문제를 초래할 수 있으므로, 접근 제어 정책을 강화하고 비밀번호 정책을 수립하는 개선 조치가 필요합니다.",ENHANCED_ENHANCED-DIAGNOSTIC-010,advanced,diagnostic,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"CE1과 sample7을 연결하는 링크가 다운될 경우, CE1에서 sample10으로 가는 트래픽의 새로운 경로는 무엇인가?",[],"CE1에서 sample10으로 가는 트래픽의 새로운 경로를 찾기 위해서는 CE1과 sample7을 연결하는 링크가 다운된 경우, 다른 경로를 탐색해야 합니다. 그러나 제공된 증거에 따르면 대체 경로를 찾을 수 있는 정보가 없으므로, 새로운 경로를 제시할 수 없습니다.",ENHANCED_ENHANCED-SCENARIO-001,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample8과 sample9를 연결하는 링크가 다운될 경우, sample8에서 CE2로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample8과 sample9를 연결하는 링크가 다운될 경우, sample8에서 CE2로 가는 트래픽의 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서 새로운 경로는 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-002,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample9과 sample10을 연결하는 링크가 다운될 경우, sample10에서 CE1으로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample9과 sample10을 연결하는 링크가 다운될 경우, sample10에서 CE1으로 가는 트래픽의 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, 새로운 경로는 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-003,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"CE2와 sample8을 연결하는 링크가 다운될 경우, CE2에서 sample9으로 가는 트래픽의 새로운 경로는 무엇인가?",[],"CE2와 sample8을 연결하는 링크가 다운될 경우, CE2에서 sample9으로 가는 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, CE2에서 sample9으로 가는 트래픽은 새로운 경로를 사용할 수 없습니다.",ENHANCED_ENHANCED-SCENARIO-004,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample7과 sample9를 연결하는 링크가 다운될 경우, sample7에서 CE2로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample7과 sample9를 연결하는 링크가 다운될 경우, sample7에서 CE2로 가는 트래픽의 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, 새로운 경로는 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-005,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample8과 CE1을 연결하는 링크가 다운될 경우, sample8에서 sample7로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample8과 CE1을 연결하는 링크가 다운되면, sample8에서 sample7로 가는 트래픽은 대체 경로를 찾을 수 없으므로 새로운 경로가 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-006,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample10과 CE1을 연결하는 링크가 다운될 경우, sample10에서 CE2로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample10과 CE1을 연결하는 링크가 다운될 경우, sample10에서 CE2로 가는 트래픽의 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, 새로운 경로는 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-007,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"CE2와 sample9을 연결하는 링크가 다운될 경우, CE2에서 sample8로 가는 트래픽의 새로운 경로는 무엇인가?",[],"CE2와 sample9을 연결하는 링크가 다운될 경우, CE2에서 sample8로 가는 트래픽의 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, 새로운 경로는 존재하지 않습니다.",ENHANCED_ENHANCED-SCENARIO-008,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"CE1과 sample9을 연결하는 링크가 다운될 경우, CE1에서 sample8로 가는 트래픽의 새로운 경로는 무엇인가?",[],"CE1에서 sample9으로 가는 링크가 다운될 경우, CE1에서 sample8로 가는 새로운 경로를 찾기 위한 대안 경로가 없다는 것을 의미합니다. 따라서, CE1에서 sample8로 가는 트래픽은 기존의 경로를 사용할 수 없게 됩니다.",ENHANCED_ENHANCED-SCENARIO-009,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
"sample10과 sample8을 연결하는 링크가 다운될 경우, sample10에서 sample9로 가는 트래픽의 새로운 경로는 무엇인가?",[],"sample10과 sample8을 연결하는 링크가 다운되면, sample10에서 sample9로 가는 트래픽의 새로운 경로를 찾기 위해 대체 경로를 확인해야 합니다. 그러나 제공된 증거에 따르면 대체 경로가 없으므로, sample10에서 sample9로 가는 트래픽은 현재 경로를 사용할 수 없습니다.",ENHANCED_ENHANCED-SCENARIO-010,advanced,scenario,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
AS 65000에 속하는 장비 중 iBGP 피어 수가 3개 미만인 장비의 수는 몇 개인가?,0,"주어진 증거에 따르면, AS 65000에 속하는 장비는 없으며, iBGP 피어 수가 3개 미만인 장비의 수는 0개입니다.",ENHANCED_ENHANCED-ANALYTICAL-001,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
VRF 'exam-l3vpn'에 연결된 eBGP 피어의 IP 주소는 무엇인가?,192.168.1.10,"주어진 증거에 따르면, VRF 'exam-l3vpn'에 연결된 eBGP 피어의 IP 주소는 192.168.1.10입니다.",ENHANCED_ENHANCED-ANALYTICAL-002,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
VRF가 설정되어 있지만 Route Target이 없는 장비의 이름은 무엇인가?,[],"VRF가 설정되어 있지만 Route Target이 없는 장비는 None 단계에 해당하며, 이 경우에는 장비의 이름이 존재하지 않기 때문에 결과는 빈 배열로 나타납니다.",ENHANCED_ENHANCED-ANALYTICAL-003,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
L2VPN 페어 간 비대칭 문제가 있는 장비의 이름은 무엇인가?,None,"주어진 증거에 따르면 L2VPN 페어 간 비대칭 문제가 있는 장비는 없으며, 이는 'None'으로 나타납니다.",ENHANCED_ENHANCED-ANALYTICAL-004,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
iBGP 풀메시 상태가 불완전한 장비의 수는 몇 개인가?,0,"iBGP 풀메시 상태가 불완전한 장비의 수는 0개로, 이는 ibgp_missing_pairs_count 값이 0임을 나타냅니다.",ENHANCED_ENHANCED-ANALYTICAL-005,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
SSH가 비활성화된 장비의 이름은 무엇인가?,[],"주어진 증거에 따르면 SSH가 비활성화된 장비는 없으므로, 해당 장비의 이름은 존재하지 않습니다.",ENHANCED_ENHANCED-ANALYTICAL-006,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
AS 65003에 속하는 장비 중 eBGP 피어가 없는 장비의 수는 몇 개인가?,0,"주어진 증거에 따르면, AS 65003에 속하는 장비는 eBGP 피어가 없는 장비가 없습니다. 'bgp_neighbor_count'가 1로 나타나므로, 해당 장비는 하나의 eBGP 피어를 가지고 있습니다.",ENHANCED_ENHANCED-ANALYTICAL-007,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
L2VPN PWID 불일치 문제가 있는 페어의 수는 몇 개인가?,2,L2VPN PWID 불일치 문제가 있는 페어는 sample7<->sample9와 sample9<->sample7의 두 쌍이므로 총 2개입니다.,ENHANCED_ENHANCED-ANALYTICAL-008,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
BGP 이웃 중 연결 상태가 비정상인 장비의 이름은 무엇인가?,"BGP 이웃 중 연결 상태가 비정상인 장비는 일반적으로 ""Down"" 상태로 표시됩니다. BGP(Border Gateway Protocol)는 자율 시스템 간의 라우팅 정보를 교환하는 프로토콜로, 이웃 장비와의 연결 상태는 BGP 세션의 활성화 여부에 따라 결정됩니다. 

BGP 이웃의 상태는 다음과 같은 여러 단계로 나뉘어 있습니다:
1. **Idle**: BGP 프로세스가 시작되었지만 이웃과의 연결이 설정되지 않은 상태
2. **Connect**: 이웃과의 TCP 연결을 시도 중인 상태
3. **Active**: TCP 연결을 시도 중이며, 이웃과의 세션이 아직 설정되지 않은 상태
4. **OpenSent**: 이웃과의 연결이 설정되었고, OPEN 메시지를 전송한 상태
5. **OpenConfirm**: OPEN 메시지를 수신하고 확인 중인 상태
6. **Established**: BGP 세션이 성공적으로 설정된 상태

이 중에서 ""Down"" 상태는 BGP 세션이 ""Idle"" 또는 ""Active"" 상태에 있을 때 나타나며, 이는 이웃 장비와의 연결이 실패했음을 의미합니다. 

실무적인 관점에서, BGP 이웃의 연결 상태가 비정상인 경우, 다음과 같은 원인을 점검해야 합니다:
- 네트워크 경로의 물리적 문제 (케이블 손상, 포트 장애 등)
- 방화벽이나 ACL(Access Control List) 설정으로 인한 트래픽 차단
- BGP 설정 오류 (AS 번호, IP 주소 등)
- TCP 연결 문제 (포트 179가 열려 있는지 확인)

이러한 문제를 해결하기 위해서는 장비의 로그를 확인하고, BGP 상태를 모니터링하며, 필요한 경우 네트워크 장비의 재부팅이나 설정 수정을 고려해야 합니다.",No evidence available.,ENHANCED_ENHANCED-ANALYTICAL-009,advanced,analytical,
OSPF 프로세스가 실행 중인 장비의 수는 몇 개인가?,0,주어진 증거에 따르면 OSPF 프로세스가 실행 중인 장비의 수는 0개입니다. 이는 ospf_process_ids_set이 없음으로 나타납니다.,ENHANCED_ENHANCED-ANALYTICAL-010,advanced,analytical,"ce1.xml, ce2.xml, sample10.xml, sample7.xml, sample8.xml, sample9.xml"
Sample1 장비에서 BGP 연결 문제로 인해 외부 네트워크와의 연결이 끊어졌습니다. 이 문제를 진단하기 위해 어떤 CLI 명령어를 순서대로 실행해야 하나요?,"['show ip bgp summary', 'show ip bgp neighbors', 'show ip route', 'debug ip bgp', 'show logging']","BGP 연결 문제를 진단하기 위해서는 먼저 'show ip bgp summary' 명령어를 사용하여 BGP 상태를 확인하고, 이어서 'show ip bgp neighbors'로 이웃 라우터와의 연결 상태를 점검합니다. 그 다음 'show ip route'를 통해 라우팅 테이블을 확인하고, 'debug ip bgp'를 사용하여 BGP 프로토콜의 동작을 실시간으로 모니터링합니다. 마지막으로 'show logging' 명령어로 시스템 로그를 확인하여 추가적인 오류 메시지를 찾는 것이 중요합니다.",ENHANCED_ENHANCED-DIAGNOSTIC-001,advanced,diagnostic,
Sample2 장비에서 L2VPN 연결이 정상적으로 작동하지 않고 있습니다. 이를 진단하기 위해 어떤 CLI 명령어를 사용해야 하나요?,"['show l2vpn connections', 'show l2vpn status', 'show interface', 'show log']","L2VPN 연결의 문제를 진단하기 위해서는 여러 CLI 명령어를 사용할 수 있습니다. 'show l2vpn connections' 명령어는 현재 L2VPN 연결 상태를 확인하는 데 유용하며, 'show l2vpn status'는 L2VPN의 전반적인 상태를 보여줍니다. 또한, 'show interface' 명령어를 통해 관련 인터페이스의 상태를 점검할 수 있고, 'show log' 명령어를 사용하여 시스템 로그를 확인함으로써 문제의 원인을 파악할 수 있습니다.",ENHANCED_ENHANCED-DIAGNOSTIC-002,advanced,diagnostic,
Sample3 장비에서 OSPF 경로가 예상대로 설정되지 않았습니다. 이를 해결하기 위해 어떤 명령어를 순서대로 실행해야 할까요?,"['show ip ospf neighbor', 'show ip route', 'show ip ospf interface', 'debug ip ospf events', 'configure terminal', 'router ospf [process-id]', 'network [network-address] [wildcard-mask] area [area-id]', 'end', 'write memory']","OSPF 경로가 예상대로 설정되지 않은 경우, 먼저 OSPF 이웃 상태를 확인하기 위해 'show ip ospf neighbor' 명령어를 실행합니다. 그 다음, OSPF 경로 테이블을 확인하기 위해 'show ip route'를 사용하고, OSPF 인터페이스 상태를 확인하기 위해 'show ip ospf interface'를 실행합니다. 문제를 진단하기 위해 'debug ip ospf events' 명령어로 OSPF 이벤트를 모니터링합니다. 이후, 설정을 수정하기 위해 'configure terminal'로 설정 모드에 들어가고, OSPF 프로세스를 설정하기 위해 'router ospf [process-id]'를 입력합니다. 네트워크를 추가하기 위해 'network [network-address] [wildcard-mask] area [area-id]' 명령어를 사용하고, 설정을 종료하기 위해 'end'를 입력한 후, 변경 사항을 저장하기 위해 'write memory'를 실행합니다.",ENHANCED_ENHANCED-DIAGNOSTIC-003,advanced,diagnostic,
Sample4 장비에서 VRF가 올바르게 설정되지 않아 경로가 제대로 작동하지 않습니다. 어떤 CLI 명령어를 사용해야 이 문제를 진단할 수 있을까요?,show ip route vrf <VRF_NAME>,이 명령어는 특정 VRF에 대한 IP 라우팅 테이블을 표시하여 VRF 설정이 올바르게 작동하는지 확인하는 데 도움이 됩니다.,ENHANCED_ENHANCED-DIAGNOSTIC-004,advanced,diagnostic,
Sample5 장비에서 l2vpn_unidirectional_pairs 문제가 발견되었습니다. 문제를 해결하기 위해 어떤 명령어를 사용해야 하나요?,show l2vpn unidirectional-pairs,"To resolve the l2vpn_unidirectional_pairs issue on the Sample5 device, the command 'show l2vpn unidirectional-pairs' should be used, as it provides information about the unidirectional pairs in the L2VPN configuration.",ENHANCED_ENHANCED-DIAGNOSTIC-005,advanced,diagnostic,
Sample6 장비의 BGP 설정에서 한쪽 방향 연결이 끊어진 문제가 발생했습니다. 이를 진단하기 위한 CLI 명령어는 무엇인가요?,show ip bgp summary,BGP 설정에서 한쪽 방향 연결이 끊어진 문제를 진단하기 위해 'show ip bgp summary' 명령어를 사용하면 BGP 피어의 상태와 연결 정보를 확인할 수 있습니다. 이 명령어는 BGP 세션의 상태를 보여주어 문제의 원인을 파악하는 데 도움이 됩니다.,ENHANCED_ENHANCED-DIAGNOSTIC-006,advanced,diagnostic,
Sample3 장비에서 예상치 못한 OSPF 네이버가 발견되었습니다. 문제를 파악하기 위해 어떤 명령어를 사용할 수 있을까요?,show ip ospf neighbor,Sample3 장비에서 예상치 못한 OSPF 네이버를 확인하기 위해 'show ip ospf neighbor' 명령어를 사용하면 현재 OSPF 네이버의 상태와 정보를 확인할 수 있습니다.,ENHANCED_ENHANCED-DIAGNOSTIC-007,advanced,diagnostic,
Sample5 장비에서 L2VPN이 한 방향으로만 작동하는 문제가 있습니다. 문제 진단을 위해 어떤 명령어를 사용하면 좋을까요?,show l2vpn statistics,"L2VPN이 한 방향으로만 작동하는 문제를 진단하기 위해 'show l2vpn statistics' 명령어를 사용하면, L2VPN의 통계 정보를 확인할 수 있어 문제의 원인을 파악하는 데 도움이 됩니다.",ENHANCED_ENHANCED-DIAGNOSTIC-008,advanced,diagnostic,
"Sample1 장비에서 BGP 피어링이 끊어진 경우, 문제의 원인을 파악하기 위해 어떤 명령어를 순서대로 사용해야 하나요?","['show ip bgp summary', 'show ip bgp neighbors', 'show logging', 'show interfaces', 'debug ip bgp']","BGP 피어링 문제를 진단하기 위해서는 먼저 'show ip bgp summary' 명령어를 사용하여 BGP 상태를 확인하고, 다음으로 'show ip bgp neighbors'를 통해 피어의 상태를 점검합니다. 이후 'show logging' 명령어로 로그를 확인하여 오류 메시지를 찾고, 'show interfaces'로 인터페이스 상태를 점검한 후, 마지막으로 'debug ip bgp'를 사용하여 BGP 프로세스의 실시간 동작을 분석합니다.",ENHANCED_ENHANCED-DIAGNOSTIC-009,advanced,diagnostic,
Sample6 장비에서 VRF 설정 오류로 인해 네트워크 연결 문제가 발생했습니다. 문제를 해결하기 위해 어떤 명령어를 사용하면 좋을까요?,show ip vrf,"VRF 설정 오류로 인한 네트워크 연결 문제를 해결하기 위해 'show ip vrf' 명령어를 사용하면 현재 VRF 설정을 확인할 수 있으며, 이를 통해 문제의 원인을 파악하고 수정할 수 있습니다.",ENHANCED_ENHANCED-DIAGNOSTIC-010,advanced,diagnostic,
